2016-03-16,0.7873,1.1064,4.2224,1.0960
2016-03-17,0.7822,1.1311,4.1438,1.0959
2016-03-18,0.7786,1.1279,4.0794,1.0919
2016-03-21,0.7830,1.1271,4.0897,1.0916
2016-03-22,0.7879,1.1212,4.0526,1.0887
2016-03-23,0.7899,1.1171,4.0600,1.0894
2016-03-24,0.7894,1.1154,4.1316,1.0875
2016-03-30,0.7858,1.1324,4.1275,1.0913
2016-03-31,0.7916,1.1385,4.1174,1.0931
2016-04-01,0.7989,1.1432,4.1296,1.0946
2016-03-28,0.7858,1.1324,4.1275,1.0913
2016-04-04,0.7974,1.1380,4.0420,1.0919
2016-04-05,0.8016,1.1367,4.1395,1.0892
2016-04-06,0.8081,1.1336,4.2000,1.0887
2016-04-07,0.8073,1.1364,4.1617,1.0884
2016-04-08,0.8073,1.1363,4.1554,1.0874
2016-04-11,0.8006,1.1390,4.0647,1.0877
2016-04-12,0.7984,1.1396,4.0034,1.0874
2016-04-13,0.7939,1.1298,3.9690,1.0887
2016-04-14,0.7956,1.1252,3.9586,1.0878
2016-04-15,0.7958,1.1284,3.9387,1.0919
2016-04-19,0.7898,1.1343,4.0408,1.0922
2016-04-20,0.7910,1.1379,4.0362,1.0939
2016-04-21,0.7869,1.1355,4.0043,1.0989
2016-04-22,0.7834,1.1263,4.0218,1.0991
2016-04-18,0.7898,1.1343,4.0408,1.0922
2016-04-25,0.7764,1.1264,4.0168,1.0973
2016-04-26,0.7748,1.1287,3.9943,1.1000
2016-04-27,0.7748,1.1303,3.9826,1.0998
2016-04-28,0.7784,1.1358,3.9907,1.0974
2016-04-29,0.7803,1.1403,3.9738,1.0984
2016-05-02,0.7825,1.1493,3.9731,1.0999
2016-05-03,0.7910,1.1569,4.1020,1.0977
2016-05-04,0.7928,1.1505,4.1091,1.0993
2016-05-05,0.7886,1.1439,4.0282,1.1018
2016-05-06,0.7885,1.1427,4.0650,1.1070
2016-05-09,0.7900,1.1395,3.9971,1.1053
2016-05-10,0.7876,1.1375,3.9647,1.1079
2016-05-11,0.7896,1.1409,3.9517,1.1099
2016-05-12,0.7889,1.1389,3.9419,1.1063
2016-05-13,0.7876,1.1348,3.9559,1.1024
2016-05-16,0.7880,1.1324,3.9999,1.1059
2016-05-17,0.7815,1.1318,3.9451,1.1080
2016-05-18,0.7749,1.1279,3.9891,1.1086
2016-05-19,0.7659,1.1197,4.0146,1.1089
2016-05-20,0.7701,1.1219,3.9797,1.1123
2016-05-23,0.7744,1.1215,3.9832,1.1105
2016-05-24,0.7651,1.1168,3.9639,1.1079
2016-05-25,0.7593,1.1146,3.9681,1.1049
2016-05-26,0.7597,1.1168,4.0004,1.1075
2016-05-27,0.7625,1.1168,4.0310,1.1068
2016-05-30,0.7613,1.1139,4.0148,1.1058
2016-05-31,0.7619,1.1154,3.9850,1.1044
2016-06-01,0.7736,1.1174,4.0211,1.1055
2016-06-02,0.7734,1.1188,4.0235,1.1062
2016-06-03,0.7729,1.1154,3.9973,1.1050
2016-06-06,0.7872,1.1349,3.9934,1.1051
2016-06-07,0.7788,1.1348,3.9788,1.0979
2016-06-08,0.7805,1.1378,3.8786,1.0942
2016-06-09,0.7844,1.1343,3.8378,1.0916
2016-06-10,0.7848,1.1304,3.8662,1.0885
2016-06-13,0.7952,1.1268,3.8760,1.0888
2016-06-14,0.7948,1.1225,3.9273,1.0832
2016-06-15,0.7916,1.1230,3.8945,1.0817
2016-06-16,0.7903,1.1174,3.8943,1.0812
2016-06-17,0.7877,1.1254,3.8942,1.0818
2016-06-20,0.7738,1.1332,3.8286,1.0884
2016-06-21,0.7676,1.1314,3.8100,1.0850
2016-06-22,0.7679,1.1283,3.8357,1.0830
2016-06-23,0.7660,1.1389,3.8172,1.0876
2016-06-24,0.8075,1.1066,3.8063,1.0808
2016-06-27,0.8340,1.0998,3.7430,1.0736
2016-06-28,0.8272,1.1073,3.7183,1.0845
2016-06-29,0.8255,1.1090,3.6216,1.0854
2016-06-30,0.8265,1.1102,3.5898,1.0867
2016-07-01,0.8383,1.1135,3.5837,1.0835
2016-07-04,0.8391,1.1138,3.6131,1.0839
2016-07-05,0.8500,1.1146,3.6655,1.0837
2016-07-06,0.8530,1.1069,3.6787,1.0821
2016-07-07,0.8509,1.1080,3.6894,1.0820
2016-07-08,0.8524,1.1070,3.6942,1.0855
2016-07-11,0.8510,1.1049,3.6651,1.0867
2016-07-12,0.8428,1.1092,3.6414,1.0904
2016-07-13,0.8340,1.1072,3.6517,1.0909
2016-07-14,0.8331,1.1157,3.6041,1.0900
2016-07-15,0.8328,1.1128,3.6232,1.0899
2016-07-18,0.8337,1.1053,3.5963,1.0869
2016-07-19,0.8395,1.1035,3.6078,1.0877
2016-07-20,0.8361,1.1013,3.5761,1.0882
2016-07-21,0.8360,1.1015,3.5804,1.0872
2016-07-22,0.8411,1.1014,3.6138,1.0860
2016-07-25,0.8367,1.0982,3.5758,1.0839
2016-07-26,0.8371,1.0997,3.6080,1.0870
2016-07-27,0.8388,1.0991,3.6056,1.0928
2016-07-28,0.8422,1.1090,3.6306,1.0892
2016-07-29,0.8440,1.1113,3.6478,1.0823
2016-08-01,0.8454,1.1164,3.6361,1.0807
2016-08-02,0.8431,1.1193,3.6549,1.0810
2016-08-03,0.8391,1.1200,3.6606,1.0845
2016-08-05,0.8481,1.1156,3.5501,1.0852
2016-08-08,0.8496,1.1087,3.5239,1.0883
2016-08-09,0.8540,1.1078,3.5045,1.0899
2016-08-10,0.8554,1.1184,3.4911,1.0923
2016-08-11,0.8604,1.1153,3.5156,1.0859
2016-08-12,0.8605,1.1158,3.5287,1.0888
2016-08-15,0.8668,1.1180,3.5463,1.0893
2016-08-16,0.8706,1.1295,3.5741,1.0849
2016-08-17,0.8664,1.1276,3.6238,1.0863
2016-08-18,0.8607,1.1321,3.6484,1.0853
2016-08-19,0.8654,1.1326,3.6659,1.0852
2016-08-22,0.8624,1.1306,3.6339,1.0886
2016-08-23,0.8600,1.1339,3.6146,1.0896
2016-08-24,0.8513,1.1268,3.6463,1.0891
2016-08-26,0.8545,1.1290,3.6441,1.0933
2016-08-29,0.8548,1.1170,3.6710,1.0937
2016-08-30,0.8517,1.1168,3.5991,1.0951
2016-08-31,0.8481,1.1132,3.6016,1.0957
2016-09-01,0.8405,1.1146,3.6026,1.0978
2016-09-02,0.8426,1.1193,3.6549,1.0959
2016-09-05,0.8364,1.1156,3.6258,1.0925
2016-09-06,0.8354,1.1159,3.6445,1.0923
2016-09-07,0.8397,1.1237,3.5944,1.0891
2016-09-08,0.8456,1.1296,3.5982,1.0917
2016-09-09,0.8456,1.1268,3.6552,1.0969
2016-09-12,0.8448,1.1226,3.6931,1.0935
2016-09-13,0.8476,1.1247,3.6809,1.0925
2016-09-14,0.8508,1.1218,3.7097,1.0945
2016-09-15,0.8520,1.1254,3.7439,1.0941
2016-09-16,0.8520,1.1226,3.6993,1.0941
2016-09-19,0.8550,1.1165,3.6440,1.0955
2016-09-20,0.8621,1.1184,3.6473,1.0943
2016-09-21,0.8569,1.1150,3.6137,1.0883
2016-09-22,0.8593,1.1238,3.5940,1.0867
2016-10-12,0.8999,1.1020,3.5256,1.0906
2016-09-23,0.8644,1.1214,3.5931,1.0887
2016-09-26,0.8709,1.1262,3.6522,1.0905
2016-09-27,0.8641,1.1220,3.6215,1.0880
2016-09-28,0.8621,1.1225,3.6389,1.0891
2016-09-29,0.8614,1.1221,3.6300,1.0876
2016-10-13,0.9043,1.1038,3.5337,1.0904
2016-09-30,0.8610,1.1161,3.6210,1.0876
2016-10-03,0.8732,1.1236,3.6409,1.0918
2016-10-04,0.8754,1.1161,3.5816,1.0949
2016-10-05,0.8816,1.1211,3.6374,1.0959
2016-10-06,0.8832,1.1185,3.6206,1.0942
2016-10-14,0.8991,1.1002,3.4994,1.0889
2016-10-07,0.9035,1.1140,3.6087,1.0946
2016-10-10,0.9007,1.1160,3.5886,1.0960
2016-10-11,0.9023,1.1079,3.5634,1.0938
2016-10-18,0.8957,1.0993,3.5073,1.0886
2016-10-19,0.8934,1.0979,3.5063,1.0854
2016-10-20,0.8957,1.0980,3.4629,1.0852
2016-10-17,0.9017,1.0966,3.5195,1.0862
2016-10-16,0.9000,1.0966,3.5094,1.0860
2016-10-15,0.9000,1.0966,3.5094,1.0860
2016-10-21,0.8932,1.0886,3.4340,1.0825
2016-12-13,0.8349,1.0610,3.5325,1.0742
2016-12-14,0.8396,1.0644,3.5242,1.0747
2016-12-15,0.8360,1.0419,3.5298,1.0733
2016-12-16,0.8389,1.0439,3.5081,1.0751
2016-12-19,0.8414,1.0422,3.5191,1.0709
2016-12-17,0.8389,1.0439,3.5081,1.0751
2016-12-18,0.8389,1.0439,3.5081,1.0751
2016-10-24,0.8902,1.0891,3.4200,1.0821
